66.0 APEX_CODE,FINEST;APEX_PROFILING,FINEST;CALLOUT,FINEST;DATA_ACCESS,INFO;DB,FINEST;NBA,FINEST;SYSTEM,FINE;VALIDATION,INFO;VISUALFORCE,FINER;WAVE,FINEST;WORKFLOW,FINER
22:39:52.1 (6658210)|HEAP_ALLOCATE|[18]|Bytes:8
22:39:52.1 (6713304)|HEAP_ALLOCATE|[18]|Bytes:24
22:39:52.1 (6728533)|SYSTEM_METHOD_ENTRY|[1]|JSON.JSON()
22:39:52.1 (6733208)|STATEMENT_EXECUTE|[1]
22:39:52.1 (6739329)|SYSTEM_METHOD_EXIT|[1]|JSON
22:39:52.1 (6751009)|METHOD_ENTRY|[18]||System.JSON.deserializeStrict(String, System.Type)
22:39:52.1 (7636374)|METHOD_EXIT|[18]||System.JSON.deserializeStrict(String, System.Type)
22:39:52.1 (7655244)|VARIABLE_SCOPE_BEGIN|[18]|newLog|Service_Log__c|true|false
22:39:52.1 (7740255)|VARIABLE_ASSIGNMENT|[18]|newLog|{"Service_Name__c":"Google Maps - Get Ad (5 more) ...","Method__c":"GET","Direction__c":"Outbound","Service_Start__c":"2026-02-22T06:39:52.756Z","Category__c":"Google Maps","RequestBody__c":"","ResponseBody__c":"{\n   \"plus_code\" : \n (15881 more) ...","attributes":{"type":"Service_Log__c"},"Service_End__c":"2026-02-22T06:39:52.825Z","RequestURI__c":"callout:GoogleMaps/g (95 more) ...","ResponseStatusCode__c":200.0,"ResponseHeaders__c":"(Alt-Svc, Server, Ac (143 more) ..."}|0x7d3ca88c
22:39:52.1 (7746214)|STATEMENT_EXECUTE|[19]
22:39:52.1 (7787151)|HEAP_ALLOCATE|[19]|Bytes:4
22:39:52.1 (7939382)|HEAP_ALLOCATE|[19]|Bytes:-4
22:39:52.1 (7980725)|VARIABLE_ASSIGNMENT|[19]|this.OwnerId|"00536000006CafHAAS"|0x7d3ca88c
22:39:52.1 (7984739)|STATEMENT_EXECUTE|[20]
22:39:52.1 (8029214)|SYSTEM_METHOD_ENTRY|[20]|List<Service_Log__c>.add(Object)
22:39:52.1 (8053182)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (8058665)|SYSTEM_METHOD_EXIT|[20]|List<Service_Log__c>.add(Object)
22:39:52.1 (8067725)|SYSTEM_METHOD_ENTRY|[16]|system.ListIterator.hasNext()
22:39:52.1 (8077294)|HEAP_ALLOCATE|[16]|Bytes:5
22:39:52.1 (8081301)|SYSTEM_METHOD_EXIT|[16]|system.ListIterator.hasNext()
22:39:52.1 (8095424)|VARIABLE_ASSIGNMENT|[16]|evt|null|
22:39:52.1 (8103494)|SYSTEM_METHOD_ENTRY|[23]|List<Service_Log__c>.isEmpty()
22:39:52.1 (8111074)|SYSTEM_METHOD_EXIT|[23]|List<Service_Log__c>.isEmpty()
22:39:52.1 (8115300)|STATEMENT_EXECUTE|[23]
22:39:52.1 (8116054)|STATEMENT_EXECUTE|[24]
22:39:52.1 (8231251)|VARIABLE_SCOPE_BEGIN|[17]|ServiceLog.Error_Message_MAX_SIZE|Integer|false|true
22:39:52.1 (8237227)|VARIABLE_SCOPE_BEGIN|[24]|ServiceLog.MAX_PAYLOAD_SIZE|Integer|false|true
22:39:52.1 (8241116)|VARIABLE_SCOPE_BEGIN|[21]|ServiceLog.RequestBody_MAX_SIZE|Integer|false|true
22:39:52.1 (8244906)|VARIABLE_SCOPE_BEGIN|[19]|ServiceLog.RequestHeaders_MAX_SIZE|Integer|false|true
22:39:52.1 (8248509)|VARIABLE_SCOPE_BEGIN|[20]|ServiceLog.RequestParameters_MAX_SIZE|Integer|false|true
22:39:52.1 (8252048)|VARIABLE_SCOPE_BEGIN|[18]|ServiceLog.RequestURI_MAX_SIZE|Integer|false|true
22:39:52.1 (8255893)|VARIABLE_SCOPE_BEGIN|[22]|ServiceLog.ResponseBody_MAX_SIZE|Integer|false|true
22:39:52.1 (8259863)|VARIABLE_SCOPE_BEGIN|[23]|ServiceLog.ResponseHeaders_MAX_SIZE|Integer|false|true
22:39:52.1 (8263394)|VARIABLE_SCOPE_BEGIN|[15]|ServiceLog.includeRequestBody|Boolean|false|true
22:39:52.1 (8267088)|VARIABLE_SCOPE_BEGIN|[13]|ServiceLog.log|ServiceLog|true|true
22:39:52.1 (8271314)|VARIABLE_SCOPE_BEGIN|[11]|ServiceLog.logList|List<Service_Log__c>|true|true
22:39:52.1 (8275363)|VARIABLE_SCOPE_BEGIN|[14]|ServiceLog.serviceLogName|String|false|true
22:39:52.1 (8279943)|VARIABLE_SCOPE_BEGIN|[9]|ServiceLog.settings|AppSettings|true|true
22:39:52.1 (8290537)|HEAP_ALLOCATE|[24]|Bytes:88
22:39:52.1 (8294506)|HEAP_ALLOCATE|[24]|Bytes:84
22:39:52.1 (8296716)|HEAP_ALLOCATE|[24]|Bytes:19
22:39:52.1 (8344642)|METHOD_ENTRY|[8]|01p3600000JZQWB|ServiceLog.ServiceLog()
22:39:52.1 (8348145)|STATEMENT_EXECUTE|[8]
22:39:52.1 (8350310)|STATEMENT_EXECUTE|[8]
22:39:52.1 (8359147)|HEAP_ALLOCATE|[9]|Bytes:5
22:39:52.1 (8361677)|STATEMENT_EXECUTE|[9]
22:39:52.1 (8364122)|HEAP_ALLOCATE|[9]|Bytes:29
22:39:52.1 (8366907)|HEAP_ALLOCATE|[9]|Bytes:44
22:39:52.1 (8371894)|METHOD_ENTRY|[11]|01pbV0000002xX3|AppSettings.AppSettings()
22:39:52.1 (8374167)|STATEMENT_EXECUTE|[11]
22:39:52.1 (8375797)|STATEMENT_EXECUTE|[11]
22:39:52.1 (9559049)|SYSTEM_MODE_ENTER|false
22:39:52.1 (9571066)|HEAP_ALLOCATE|[9]|Bytes:5
22:39:52.1 (9575369)|STATEMENT_EXECUTE|[131]
22:39:52.1 (9581953)|SYSTEM_MODE_EXIT|false
22:39:52.1 (9595303)|METHOD_EXIT|[11]|AppSettings
22:39:52.1 (9601191)|HEAP_ALLOCATE|[9]|Bytes:12
22:39:52.1 (9604828)|HEAP_ALLOCATE|[9]|Bytes:10
22:39:52.1 (9621708)|CONSTRUCTOR_ENTRY|[9]|01pbV0000002xX3|<init>(String)|AppSettings
22:39:52.1 (9641949)|VARIABLE_SCOPE_BEGIN|[16]|this|AppSettings|true|false
22:39:52.1 (9709545)|VARIABLE_ASSIGNMENT|[16]|this|{}|0x37087ddc
22:39:52.1 (9714485)|VARIABLE_SCOPE_BEGIN|[16]|applicationName|String|false|false
22:39:52.1 (9724062)|VARIABLE_ASSIGNMENT|[16]|applicationName|"ServiceLog"
22:39:52.1 (9735557)|SYSTEM_MODE_ENTER|false
22:39:52.1 (9741042)|HEAP_ALLOCATE|[17]|Bytes:5
22:39:52.1 (9744864)|STATEMENT_EXECUTE|[11]
22:39:52.1 (9747395)|HEAP_ALLOCATE|[17]|Bytes:5
22:39:52.1 (9750200)|STATEMENT_EXECUTE|[12]
22:39:52.1 (9751350)|STATEMENT_EXECUTE|[13]
22:39:52.1 (9770074)|STATEMENT_EXECUTE|[16]
22:39:52.1 (9798220)|STATEMENT_EXECUTE|[17]
22:39:52.1 (9820155)|VARIABLE_ASSIGNMENT|[17]|this.applicationName|"ServiceLog"|0x37087ddc
22:39:52.1 (9825269)|STATEMENT_EXECUTE|[18]
22:39:52.1 (9960247)|HEAP_ALLOCATE|[18]|Bytes:22
22:39:52.1 (9976715)|METHOD_ENTRY|[1]|01pbV0000000ZVh|ApplicationSettings_Util.ApplicationSettings_Util()
22:39:52.1 (9981700)|STATEMENT_EXECUTE|[1]
22:39:52.1 (9985275)|STATEMENT_EXECUTE|[1]
22:39:52.1 (9990243)|HEAP_ALLOCATE|[18]|Bytes:5
22:39:52.1 (9999090)|METHOD_EXIT|[1]|ApplicationSettings_Util
22:39:52.1 (10010114)|METHOD_ENTRY|[18]|01pbV0000000ZVh|ApplicationSettings_Util.getApplicationConfigurationsByAppName(String)
22:39:52.1 (10029856)|VARIABLE_SCOPE_BEGIN|[33]|applicationName|String|false|false
22:39:52.1 (10038185)|VARIABLE_ASSIGNMENT|[33]|applicationName|"ServiceLog"
22:39:52.1 (10044955)|HEAP_ALLOCATE|[34]|Bytes:5
22:39:52.1 (10049076)|STATEMENT_EXECUTE|[33]
22:39:52.1 (10050385)|STATEMENT_EXECUTE|[34]
22:39:52.1 (10070019)|HEAP_ALLOCATE|[34]|Bytes:4
22:39:52.1 (10086382)|VARIABLE_SCOPE_BEGIN|[34]|applicationConfigMap|Map<String,String>|true|false
22:39:52.1 (10105047)|VARIABLE_ASSIGNMENT|[34]|applicationConfigMap|{}|0x309ab5f8
22:39:52.1 (10115817)|METHOD_ENTRY|[35]|01pbV0000000ZVh|ApplicationSettings_Util.getApplicationDefaultConfigurations(String)
22:39:52.1 (10124839)|VARIABLE_SCOPE_BEGIN|[65]|applicationName|String|false|false
22:39:52.1 (10131594)|VARIABLE_ASSIGNMENT|[65]|applicationName|"ServiceLog"
22:39:52.1 (10137331)|HEAP_ALLOCATE|[66]|Bytes:5
22:39:52.1 (10140537)|STATEMENT_EXECUTE|[65]
22:39:52.1 (10141849)|STATEMENT_EXECUTE|[66]
22:39:52.1 (10144561)|HEAP_ALLOCATE|[66]|Bytes:380
22:39:52.1 (10153883)|HEAP_ALLOCATE|[66]|Bytes:4
22:39:52.1 (10159713)|HEAP_ALLOCATE|[66]|Bytes:7
22:39:52.1 (11332270)|SOQL_EXECUTE_BEGIN|[66]|Aggregations:0|SELECT Label, value__c, ApplicationSettings__c, ApplicationSettings__r.Label, ApplicationSettings__r.DeveloperName, ApplicationSettings__r.Active__c, ApplicationSettings__r.APIConsumer__r.Username__c FROM Application_Configuration__mdt WHERE (ApplicationSettings__r.Active__c = TRUE AND ApplicationSettings__r.MasterLabel = :tmpVar1 AND ApplicationSettings__r.APIConsumer__c = '')
22:39:52.1 (32629726)|SOQL_EXECUTE_EXPLAIN|[66]|No explain plan is available
22:39:52.1 (32659267)|SOQL_EXECUTE_END|[66]|Rows:1
22:39:52.1 (32690605)|LIMIT_USAGE|[66]|SOQL_ROWS|1|50000
22:39:52.1 (32705335)|HEAP_ALLOCATE|[66]|Bytes:8
22:39:52.1 (32751851)|HEAP_ALLOCATE|[66]|Bytes:237
22:39:52.1 (32861818)|HEAP_ALLOCATE|[66]|Bytes:8
22:39:52.1 (32893704)|METHOD_EXIT|[35]|01pbV0000000ZVh|ApplicationSettings_Util.getApplicationDefaultConfigurations(String)
22:39:52.1 (32958295)|SYSTEM_METHOD_ENTRY|[35]|List<Application_Configuration__mdt>.iterator()
22:39:52.1 (33036617)|SYSTEM_METHOD_EXIT|[35]|List<Application_Configuration__mdt>.iterator()
22:39:52.1 (33054374)|SYSTEM_METHOD_ENTRY|[35]|system.ListIterator.hasNext()
22:39:52.1 (33070419)|HEAP_ALLOCATE|[35]|Bytes:5
22:39:52.1 (33075187)|SYSTEM_METHOD_EXIT|[35]|system.ListIterator.hasNext()
22:39:52.1 (33097179)|HEAP_ALLOCATE|[35]|Bytes:24
22:39:52.1 (33113419)|VARIABLE_SCOPE_BEGIN|[35]|config|Application_Configuration__mdt|true|false
22:39:52.1 (33299248)|VARIABLE_ASSIGNMENT|[35]|config|{"Label":"platformEvents.enabl (2 more) ...","value__c":"true","ApplicationSettings__c":"m1NbV0000003cIUUAY","Id":"m0pbV000002vnO8QAI","ApplicationSettings__r":{"Label":"ServiceLog","Id":"m1NbV0000003cIUUAY","DeveloperName":"ServiceLog","Active__c":true}}|0x12143c6b
22:39:52.1 (33308069)|STATEMENT_EXECUTE|[35]
22:39:52.1 (33309138)|STATEMENT_EXECUTE|[36]
22:39:52.1 (33370360)|SYSTEM_METHOD_ENTRY|[36]|Map<String,String>.put(Object, Object)
22:39:52.1 (33404505)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:-4
22:39:52.1 (33411062)|SYSTEM_METHOD_EXIT|[36]|Map<String,String>.put(Object, Object)
22:39:52.1 (33416342)|SYSTEM_METHOD_ENTRY|[35]|system.ListIterator.hasNext()
22:39:52.1 (33422179)|HEAP_ALLOCATE|[35]|Bytes:5
22:39:52.1 (33425699)|SYSTEM_METHOD_EXIT|[35]|system.ListIterator.hasNext()
22:39:52.1 (33433991)|VARIABLE_ASSIGNMENT|[35]|config|null|
22:39:52.1 (33437637)|STATEMENT_EXECUTE|[38]
22:39:52.1 (33445257)|METHOD_EXIT|[18]|01pbV0000000ZVh|ApplicationSettings_Util.getApplicationConfigurationsByAppName(String)
22:39:52.1 (33494056)|VARIABLE_ASSIGNMENT|[18]|this.settingsMap|{"platformEvents.enabled":"true"}|0x37087ddc
22:39:52.1 (33503353)|SYSTEM_MODE_EXIT|false
22:39:52.1 (33522639)|CONSTRUCTOR_EXIT|[9]|01pbV0000002xX3|<init>(String)|AppSettings
22:39:52.1 (33628498)|VARIABLE_ASSIGNMENT|[9]|ServiceLog.settings|{"applicationName":"ServiceLog","settingsMap":"0x309ab5f8"}|0x37087ddc
22:39:52.1 (33633770)|STATEMENT_EXECUTE|[15]
22:39:52.1 (33639502)|HEAP_ALLOCATE|[15]|Bytes:5
22:39:52.1 (33650705)|VARIABLE_ASSIGNMENT|[15]|ServiceLog.includeRequestBody|true
22:39:52.1 (33654405)|STATEMENT_EXECUTE|[17]
22:39:52.1 (33657540)|HEAP_ALLOCATE|[15]|Bytes:14
22:39:52.1 (33661698)|HEAP_ALLOCATE|[15]|Bytes:16
22:39:52.1 (33767521)|SYSTEM_METHOD_ENTRY|[17]|Schema.SObjectField.getDescribe()
22:39:52.1 (34177364)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (34260062)|HEAP_ALLOCATE|[17]|Bytes:8
22:39:52.1 (34269092)|SYSTEM_METHOD_EXIT|[17]|Schema.SObjectField.getDescribe()
22:39:52.1 (34291815)|HEAP_ALLOCATE|[17]|Bytes:4
22:39:52.1 (34323373)|VARIABLE_ASSIGNMENT|[17]|ServiceLog.Error_Message_MAX_SIZE|50000
22:39:52.1 (34327137)|STATEMENT_EXECUTE|[18]
22:39:52.1 (34330291)|HEAP_ALLOCATE|[17]|Bytes:13
22:39:52.1 (34366767)|SYSTEM_METHOD_ENTRY|[18]|Schema.SObjectField.getDescribe()
22:39:52.1 (34528867)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (34557973)|HEAP_ALLOCATE|[18]|Bytes:8
22:39:52.1 (34564411)|SYSTEM_METHOD_EXIT|[18]|Schema.SObjectField.getDescribe()
22:39:52.1 (34574635)|HEAP_ALLOCATE|[18]|Bytes:4
22:39:52.1 (34593315)|VARIABLE_ASSIGNMENT|[18]|ServiceLog.RequestURI_MAX_SIZE|200
22:39:52.1 (34596844)|STATEMENT_EXECUTE|[19]
22:39:52.1 (34598463)|HEAP_ALLOCATE|[18]|Bytes:17
22:39:52.1 (34622669)|SYSTEM_METHOD_ENTRY|[19]|Schema.SObjectField.getDescribe()
22:39:52.1 (34754544)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (34773314)|HEAP_ALLOCATE|[19]|Bytes:8
22:39:52.1 (34777517)|SYSTEM_METHOD_EXIT|[19]|Schema.SObjectField.getDescribe()
22:39:52.1 (34784060)|HEAP_ALLOCATE|[19]|Bytes:4
22:39:52.1 (34799879)|VARIABLE_ASSIGNMENT|[19]|ServiceLog.RequestHeaders_MAX_SIZE|10000
22:39:52.1 (34804300)|STATEMENT_EXECUTE|[20]
22:39:52.1 (34806809)|HEAP_ALLOCATE|[19]|Bytes:20
22:39:52.1 (34832948)|SYSTEM_METHOD_ENTRY|[20]|Schema.SObjectField.getDescribe()
22:39:52.1 (34930814)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (34945730)|HEAP_ALLOCATE|[20]|Bytes:8
22:39:52.1 (34949908)|SYSTEM_METHOD_EXIT|[20]|Schema.SObjectField.getDescribe()
22:39:52.1 (34954912)|HEAP_ALLOCATE|[20]|Bytes:4
22:39:52.1 (34965760)|VARIABLE_ASSIGNMENT|[20]|ServiceLog.RequestParameters_MAX_SIZE|1000
22:39:52.1 (34968382)|STATEMENT_EXECUTE|[21]
22:39:52.1 (34970170)|HEAP_ALLOCATE|[20]|Bytes:14
22:39:52.1 (34987508)|SYSTEM_METHOD_ENTRY|[21]|Schema.SObjectField.getDescribe()
22:39:52.1 (35066162)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (35080084)|HEAP_ALLOCATE|[21]|Bytes:8
22:39:52.1 (35083282)|SYSTEM_METHOD_EXIT|[21]|Schema.SObjectField.getDescribe()
22:39:52.1 (35087326)|HEAP_ALLOCATE|[21]|Bytes:4
22:39:52.1 (35094775)|VARIABLE_ASSIGNMENT|[21]|ServiceLog.RequestBody_MAX_SIZE|50000
22:39:52.1 (35097257)|STATEMENT_EXECUTE|[22]
22:39:52.1 (35098749)|HEAP_ALLOCATE|[21]|Bytes:15
22:39:52.1 (35114017)|SYSTEM_METHOD_ENTRY|[22]|Schema.SObjectField.getDescribe()
22:39:52.1 (35179992)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (35196328)|HEAP_ALLOCATE|[22]|Bytes:8
22:39:52.1 (35200945)|SYSTEM_METHOD_EXIT|[22]|Schema.SObjectField.getDescribe()
22:39:52.1 (35207297)|HEAP_ALLOCATE|[22]|Bytes:4
22:39:52.1 (35216728)|VARIABLE_ASSIGNMENT|[22]|ServiceLog.ResponseBody_MAX_SIZE|131072
22:39:52.1 (35219389)|STATEMENT_EXECUTE|[23]
22:39:52.1 (35220881)|HEAP_ALLOCATE|[22]|Bytes:18
22:39:52.1 (35236114)|SYSTEM_METHOD_ENTRY|[23]|Schema.SObjectField.getDescribe()
22:39:52.1 (35304028)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
22:39:52.1 (35316138)|HEAP_ALLOCATE|[23]|Bytes:8
22:39:52.1 (35319091)|SYSTEM_METHOD_EXIT|[23]|Schema.SObjectField.getDescribe()
22:39:52.1 (35322955)|HEAP_ALLOCATE|[23]|Bytes:4
22:39:52.1 (35329633)|VARIABLE_ASSIGNMENT|[23]|ServiceLog.ResponseHeaders_MAX_SIZE|1000
22:39:52.1 (35332035)|STATEMENT_EXECUTE|[24]
22:39:52.1 (35336307)|HEAP_ALLOCATE|[24]|Bytes:4
22:39:52.1 (35341555)|VARIABLE_ASSIGNMENT|[24]|ServiceLog.MAX_PAYLOAD_SIZE|131072
22:39:52.1 (35367191)|METHOD_EXIT|[8]|ServiceLog
22:39:52.1 (35379510)|METHOD_ENTRY|[24]|01p3600000JZQWB|ServiceLog.commitLogsViaEvents(List<Service_Log__c>)
22:39:52.1 (35395827)|VARIABLE_SCOPE_BEGIN|[227]|serviceLogs|List<Service_Log__c>|true|false
22:39:52.1 (35515550)|VARIABLE_ASSIGNMENT|[227]|serviceLogs|[{"Method__c":"GET","Service_Start__c":"2026-02-22T06:39:52.756Z","ResponseBody__c":"{\n   \"plus_code\" : \n (15881 more) ...","Service_End__c":"2026-02-22T06:39:52.825Z","ResponseStatusCode__c":200.0,"Service_Name__c":"Google Maps - Get Ad (5 more) ...","Direction__c":"Outbound","OwnerId":"00536000006CafHAAS","Category__c":"Google Maps","RequestBody__c":"","attributes":{"type":"Service_Log__c"},"RequestURI__c":"callout:GoogleMaps/g (95 more) ...","ResponseHeaders__c":"(Alt-Svc, Server, Ac (143 more) ..."}]|0x7ec3a09d
22:39:52.1 (35529922)|HEAP_ALLOCATE|[228]|Bytes:5
22:39:52.1 (35533126)|STATEMENT_EXECUTE|[227]
22:39:52.1 (35534227)|STATEMENT_EXECUTE|[228]
22:39:52.1 (35534964)|STATEMENT_EXECUTE|[228]
22:39:52.1 (35536034)|STATEMENT_EXECUTE|[229]
22:39:52.1 (35596885)|DML_BEGIN|[229]|Op:Insert|Type:Service_Log__c|Rows:1
22:39:52.1 (35631197)|LIMIT_USAGE|[229]|DML|1|150
22:39:52.1 (35637313)|LIMIT_USAGE|[229]|DML_ROWS|1|10000
22:39:52.1 (35654497)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
22:39:52.1 (86801528)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:01I36000002oP20
22:39:52.1 (96555432)|WF_RULE_EVAL_BEGIN|Workflow
22:39:52.1 (96657464)|WF_CRITERIA_BEGIN|[Service Log: SL-0077135277 a4BbV00000LFTf6]|QuikQ Purchase Policy Submission Failure Emails|01Q1R000000VC5h|ON_CREATE_ONLY|0
22:39:52.1 (96735561)|WF_RULE_FILTER|[Service Log : Service Name contains QuikQ_CreatePurchasePolicies] 
AND [Service Log : Error Exists equals true]
22:39:52.1 (96774731)|WF_RULE_EVAL_VALUE|12493
22:39:52.1 (96781648)|WF_CRITERIA_END|false
22:39:52.1 (96794998)|WF_CRITERIA_BEGIN|[Service Log: SL-0077135277 a4BbV00000LFTf6]|QuikQ Credit Setup Failure Emails|01Q1R000000VBpf|ON_CREATE_ONLY|0
22:39:52.1 (96811697)|WF_RULE_FILTER|[Service Log : Service Name contains QuikQ_CreditCutoff, QuikQ_CreditLimit] 
AND [Service Log : Error Exists equals true]
22:39:52.1 (96820333)|WF_RULE_EVAL_VALUE|12493
22:39:52.1 (96822575)|WF_CRITERIA_END|false
22:39:52.1 (96828345)|WF_CRITERIA_BEGIN|[Service Log: SL-0077135277 a4BbV00000LFTf6]|QuikQ Create Carrier Failure Emails|01Q1R000000VBpe|ON_CREATE_ONLY|0
22:39:52.1 (96840139)|WF_RULE_FILTER|[Service Log : Service Name contains QuikQ_CreateCarrier] 
AND [Service Log : Error Exists equals true]
22:39:52.1 (96844911)|WF_RULE_EVAL_VALUE|12493
22:39:52.1 (96846775)|WF_CRITERIA_END|false
22:39:52.1 (96851700)|WF_CRITERIA_BEGIN|[Service Log: SL-0077135277 a4BbV00000LFTf6]|QuikQ Trailer Submission Failure Emails|01Q1R000000VBph|ON_CREATE_ONLY|0
22:39:52.1 (96862423)|WF_RULE_FILTER|[Service Log : Service Name contains QuikQ_CreateTrailer] 
AND [Service Log : Error Exists equals true]
22:39:52.1 (96867085)|WF_RULE_EVAL_VALUE|12493
22:39:52.1 (96868915)|WF_CRITERIA_END|false
22:39:52.1 (96873213)|WF_CRITERIA_BEGIN|[Service Log: SL-0077135277 a4BbV00000LFTf6]|QuikQ Driver Submission Failure Emails|01Q1R000000VBpg|ON_CREATE_ONLY|0
22:39:52.1 (96884243)|WF_RULE_FILTER|[Service Log : Service Name contains QuikQ_CreateDriver] 
AND [Service Log : Error Exists equals true]
